Summary Table,,,,,,,,,,,,,,,
,,,,,,,,18.5,5.7,0.5,2.2,24.2,24.7,,"USGS Flow with Discharge (Groups 1, 2, & 3)"
Date,Rainfall Intensity (in),USGS Avg Flow (cfs),USGS Gauge 11087020 (MGD),LACDPW F313B (cfs),LACDPW F313B (MGD),LACDPW G44B (cfs),LACDPW G44B (MGD),SJC-002 (MGD),POM-001,WN-001,WN-002 (Zone 1 Ditch),Discharge SJC002 & POM001 Combined (MGD),"Discharge SJC002, POM001, & WN001 Combined (MGD)",,
4/23/18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,3.5,3.5,,
4/24/18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,3.5,3.5,,
4/25/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,3.6,3.6,,
4/26/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,3.3,3.3,,
4/27/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,3.8,3.8,,
4/28/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,4.5,,
4/29/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,4.9,4.9,,
4/30/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,,
5/1/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,3.4,3.4,,
5/2/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,4.7,4.7,,
5/3/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,3.7,3.7,,
5/4/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,3.3,3.3,,
5/5/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.2,0.0,0.0,4.3,4.3,,
5/6/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,5.2,5.2,,
5/7/18,,0.0,0.0,0.0,0.0,0.0,0.0,22.6,2.2,0.0,0.0,24.8,24.8,,
5/8/18,,0.8,0.5,0.0,0.0,0.0,0.0,24.7,1.8,0.0,0.0,26.6,26.6,,
5/9/18,,6.7,4.4,0.0,0.0,0.0,0.0,22.6,2.9,0.0,0.0,25.6,25.6,,
5/10/18,,6.7,4.3,0.4,0.3,0.0,0.0,23.0,1.1,0.0,0.0,24.0,24.0,,
5/11/18,,1.5,1.0,1.3,0.9,0.0,0.0,1.7,1.7,4.7,0.0,3.3,8.0,,
5/12/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.6,0.0,4.0,10.6,,
5/13/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,6.2,0.0,3.3,9.5,,
5/14/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,5.5,0.0,2.7,8.2,,
5/15/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,5.7,0.0,1.3,7.0,,
5/16/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.6,0.0,2.3,7.9,,
5/17/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.7,0.0,2.0,7.7,,
5/18/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,6.5,0.0,1.3,7.9,,
5/19/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.0,0.0,2.8,4.8,,
5/20/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,3.3,3.3,,
5/21/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,,
5/22/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,2.7,2.7,,
5/23/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,3.1,3.1,,
5/24/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,2.4,2.4,,
5/25/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,2.8,2.8,,
5/26/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,4.7,0.0,3.1,7.8,,
5/27/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,7.2,0.0,4.1,11.3,,
5/28/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,6.9,0.0,4.1,10.9,,
5/29/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,5.8,0.0,2.8,8.6,,
5/30/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,5.7,0.0,2.8,8.5,,
5/31/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,5.8,0.0,2.7,8.4,,
6/1/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,6.6,0.0,2.2,8.8,,
6/2/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,6.6,0.0,3.2,9.8,,
6/3/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,5.6,0.0,4.1,9.7,,
6/4/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,4.9,0.0,2.7,7.6,,
6/5/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.4,0.0,1.0,6.4,,
6/6/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.8,0.0,1.9,5.7,,
6/7/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.1,0.0,2.0,5.0,,
6/8/18,,0.0,0.0,0.0,0.0,0.0,0.0,17.9,2.2,5.5,0.0,20.2,25.6,,
6/9/18,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,6.1,0.0,25.1,31.2,,
6/10/18,,1.3,0.9,0.0,0.0,0.0,0.0,25.5,4.4,5.1,0.0,29.9,35.0,,
6/11/18,,8.0,5.2,0.0,0.0,0.0,0.0,24.7,2.9,4.9,0.0,27.6,32.5,,
6/12/18,,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.4,5.0,0.0,1.4,6.4,,
6/13/18,,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.7,4.9,0.0,15.3,20.2,,
6/14/18,,0.0,0.0,0.0,0.0,0.0,0.0,20.3,1.2,5.1,0.0,21.5,26.6,,
6/15/18,,4.4,2.8,0.0,0.0,0.0,0.0,22.8,1.4,5.7,0.0,24.2,29.9,,
6/16/18,,8.4,5.4,0.7,0.4,0.0,0.0,23.2,3.9,6.4,0.0,27.1,33.5,,
6/17/18,,11.3,7.3,6.3,4.0,0.0,0.0,24.2,3.6,6.1,0.0,27.8,33.8,,
6/18/18,,12.2,7.9,7.8,5.1,0.0,0.0,25.4,2.4,5.5,0.0,27.8,33.2,,
6/19/18,,1.7,1.1,3.1,2.0,0.0,0.0,7.5,0.7,3.3,0.0,8.2,11.5,,
6/20/18,,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.9,3.6,0.0,17.7,21.3,,
6/21/18,,4.2,2.7,1.7,1.1,0.0,0.0,20.9,1.2,1.7,3.4,22.2,23.8,,
6/22/18,,10.3,6.7,7.9,5.1,0.0,0.0,24.9,2.1,0.2,5.5,27.0,27.2,,
6/23/18,,9.9,6.4,12.4,8.0,0.0,0.0,23.2,3.7,0.0,5.8,26.9,26.9,,
6/24/18,,13.8,8.9,16.4,10.6,0.0,0.0,25.7,4.4,0.0,5.7,30.1,30.1,,
6/25/18,,3.0,1.9,10.8,7.0,0.0,0.0,2.4,1.8,0.0,5.1,4.1,4.1,,
6/26/18,,0.0,0.0,4.8,3.1,0.0,0.0,0.0,0.9,0.0,5.2,0.9,0.9,,
6/27/18,,0.0,0.0,4.1,2.7,0.0,0.0,0.0,1.8,0.0,4.3,1.8,1.8,,
6/28/18,,0.0,0.0,3.7,2.4,0.0,0.0,12.7,0.5,0.0,4.6,13.2,13.2,,
6/29/18,,0.0,0.0,5.7,3.7,0.0,0.0,19.2,1.7,0.0,5.6,21.0,21.0,,
6/30/18,,2.1,1.3,7.0,4.5,0.0,0.0,22.3,3.2,0.0,6.2,25.6,25.6,,
7/1/18,,11.8,7.6,10.0,6.4,0.0,0.0,25.1,3.7,0.0,5.8,28.8,28.8,,
7/2/18,,11.7,7.6,15.0,9.7,0.0,0.0,23.8,1.7,0.0,5.0,25.5,25.5,,
7/3/18,,11.6,7.5,14.7,9.5,0.0,0.0,25.7,0.9,0.0,5.4,26.6,26.6,,
7/4/18,,10.7,6.9,17.9,11.6,0.0,0.0,24.5,2.7,0.0,6.9,27.2,27.2,,
7/5/18,,12.0,7.8,17.7,11.5,0.0,0.0,24.5,1.3,0.0,5.6,25.7,25.7,,
7/6/18,,8.5,5.5,12.5,8.1,0.0,0.0,20.9,0.9,0.0,5.3,21.8,21.8,,
7/7/18,,11.7,7.6,16.0,10.3,0.0,0.0,21.2,2.7,0.0,6.2,23.8,23.8,,
7/8/18,,11.6,7.5,17.7,11.4,0.0,0.0,22.3,3.0,0.0,4.9,25.4,25.4,,
7/9/18,,3.5,2.3,10.2,6.6,0.0,0.0,2.9,1.1,0.0,4.0,4.0,4.0,,
7/10/18,,0.0,0.0,5.6,3.6,0.0,0.0,0.1,0.5,0.0,3.9,0.6,0.6,,
7/11/18,,0.0,0.0,5.0,3.2,0.0,0.0,0.0,0.8,0.0,4.2,0.8,0.8,,
7/12/18,,0.0,0.0,5.5,3.6,0.0,0.0,0.0,1.7,0.0,4.6,1.7,1.7,,
7/13/18,,0.0,0.0,7.0,4.5,0.0,0.0,0.0,0.2,0.0,5.8,0.2,0.2,,
7/14/18,,0.0,0.0,8.0,5.2,0.0,0.0,0.0,2.5,0.0,6.4,2.5,2.5,,
7/15/18,,0.0,0.0,7.3,4.7,0.0,0.0,0.0,3.4,0.0,5.1,3.4,3.4,,
7/16/18,,0.0,0.0,5.0,3.3,0.0,0.0,0.0,1.0,0.0,4.3,1.0,1.0,,
7/17/18,,0.0,0.0,5.7,3.7,0.0,0.0,0.0,0.8,0.0,4.6,0.8,0.8,,
7/18/18,,0.0,0.0,5.8,3.7,0.0,0.0,0.0,0.7,0.0,4.7,0.7,0.7,,
7/19/18,,0.0,0.0,5.2,3.4,0.0,0.0,0.1,0.5,0.0,4.6,0.6,0.6,,
7/20/18,,0.0,0.0,6.2,4.0,0.0,0.0,0.0,0.2,0.0,6.0,0.2,0.2,,
7/21/18,,0.0,0.0,7.8,5.1,0.0,0.0,0.0,0.7,0.0,6.4,0.7,0.7,,
7/22/18,,0.0,0.0,5.8,3.7,0.0,0.0,0.0,2.5,0.0,4.1,2.5,2.5,,
7/23/18,,0.0,0.0,1.7,1.1,0.0,0.0,0.0,0.1,0.0,2.5,0.1,0.1,,
7/24/18,,0.0,0.0,2.1,1.3,0.0,0.0,2.7,0.0,0.0,2.5,2.7,2.7,,
7/25/18,,0.0,0.0,1.7,1.1,0.0,0.0,12.5,0.2,0.0,2.3,12.7,12.7,,
7/26/18,,0.0,0.0,1.8,1.1,0.0,0.0,17.0,0.0,0.0,2.4,17.0,17.0,,
7/27/18,,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.7,11.9,11.9,,
7/28/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,,
7/29/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,1.4,1.4,,
7/30/18,,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.2,0.0,0.0,13.4,13.4,,
7/31/18,,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,13.8,13.8,,
8/1/18,,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.7,0.0,0.0,15.2,15.2,,
8/2/18,,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.8,0.0,0.0,13.1,13.1,,
8/3/18,,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.2,0.0,0.0,16.3,16.3,,
8/4/18,,0.0,0.0,0.0,0.0,0.0,0.0,19.8,1.4,0.0,0.0,21.2,21.2,,
8/5/18,,0.0,0.0,0.0,0.0,0.0,0.0,20.1,3.4,0.0,0.0,23.6,23.6,,
8/6/18,,3.7,2.4,0.0,0.0,0.0,0.0,1.1,0.9,0.0,0.0,2.0,2.0,,
8/7/18,,4.3,2.8,0.0,0.0,0.0,0.0,19.7,0.5,0.0,0.0,20.2,20.2,,
8/8/18,,2.2,1.4,0.0,0.0,0.0,0.0,16.4,0.7,0.0,0.0,17.1,17.1,,
8/9/18,,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.4,0.0,0.0,15.0,15.0,,
8/10/18,,0.4,0.3,0.0,0.0,0.0,0.0,16.8,0.8,0.0,0.0,17.6,17.6,,
8/11/18,,5.2,3.4,0.0,0.0,0.0,0.0,20.4,2.8,0.0,0.0,23.2,23.2,,
8/12/18,,6.6,4.3,0.0,0.0,0.0,0.0,19.7,3.2,0.0,0.0,22.8,22.8,,
8/13/18,,2.0,1.3,0.3,0.2,0.0,0.0,2.1,1.2,0.0,0.0,3.2,3.2,,
8/14/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.2,1.2,,
8/15/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,
8/16/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,1.0,1.0,,
8/17/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,
8/18/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,,
8/19/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,3.3,3.3,,
8/20/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.4,0.4,,
8/21/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,
8/22/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.7,,
8/23/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,,
8/24/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,
8/25/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.2,1.2,,
8/26/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,1.7,1.7,,
8/27/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,,
8/28/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,
8/29/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
8/30/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,
8/31/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,
9/1/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.2,,
9/2/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,1.9,1.9,,
9/3/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,2.1,2.1,,
9/4/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9/5/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,,
9/6/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,,
9/7/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,
9/8/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,3.3,3.3,,
9/9/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,3.1,3.1,,
9/10/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,,
9/11/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,
9/12/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,,
9/13/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,
9/14/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.6,1.6,,
9/15/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,3.9,3.9,,
9/16/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,3.7,3.7,,
9/17/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9/18/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,,
9/19/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9/20/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,,
9/21/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.8,0.0,0.0,1.9,1.9,,
9/22/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,3.9,3.9,,
9/23/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,4.5,,
9/24/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.8,0.0,0.0,1.9,1.9,,
9/25/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,2.3,2.3,,
9/26/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.3,0.0,0.0,2.3,2.3,,
9/27/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,1.8,1.8,,
9/28/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.3,0.3,,
9/29/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,3.9,3.9,,
9/30/18,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.8,0.0,0.0,4.9,4.9,,
10/1/18,,0.0,0.0,0.1,0.1,0.0,0.0,0.0,2.8,0.0,0.0,2.8,2.8,,
10/2/18,,0.0,0.0,0.8,0.5,0.0,0.0,0.0,2.6,0.0,3.5,2.6,2.6,,
10/3/18,,0.0,0.0,1.9,1.3,0.0,0.0,0.0,2.8,0.0,4.8,2.8,2.8,,
10/4/18,,96.7,62.5,1.4,0.9,0.0,0.0,0.6,3.9,0.0,4.4,4.5,4.5,,
10/5/18,,0.0,0.0,3.7,2.4,0.0,0.0,0.0,4.8,0.0,6.0,4.8,4.8,,
10/6/18,,0.0,0.0,5.2,3.4,0.0,0.0,0.0,5.6,0.0,6.9,5.6,5.6,,
10/7/18,,0.0,0.0,5.5,3.6,0.0,0.0,0.0,6.2,0.0,6.3,6.2,6.2,,
10/8/18,,0.0,0.0,3.8,2.4,0.0,0.0,0.0,3.6,0.0,5.6,3.6,3.6,,
10/9/18,,0.0,0.0,4.1,2.6,0.0,0.0,0.0,3.8,0.0,5.8,3.8,3.8,,
10/10/18,,0.0,0.0,5.1,3.3,0.0,0.0,0.0,3.1,0.0,5.9,3.1,3.1,,
10/11/18,,0.0,0.0,4.7,3.0,0.0,0.0,0.0,3.8,0.0,5.9,3.8,3.8,,
10/12/18,,120.0,77.6,6.8,4.4,0.0,0.0,0.0,2.6,0.0,6.9,2.6,2.6,,
10/13/18,,374.0,241.7,7.6,4.9,114.6,74.1,0.0,6.6,0.0,7.6,6.6,6.6,,
10/14/18,,1.0,0.7,8.1,5.2,0.0,0.0,0.0,6.7,0.0,7.8,6.7,6.7,,
10/15/18,,0.0,0.0,8.0,5.2,0.0,0.0,0.0,5.9,0.0,7.2,5.9,5.9,,
10/16/18,,0.0,0.0,4.9,3.2,0.0,0.0,0.0,5.5,0.0,5.5,5.5,5.5,,
10/17/18,,0.0,0.0,5.5,3.5,0.0,0.0,0.0,4.7,0.0,5.8,4.7,4.7,,
10/18/18,,0.0,0.0,5.6,3.6,0.0,0.0,0.0,4.3,0.0,5.8,4.3,4.3,,
10/19/18,,0.0,0.0,6.2,4.0,0.0,0.0,0.0,1.6,0.0,6.9,1.6,1.6,,
10/20/18,,0.0,0.0,7.8,5.0,0.0,0.0,0.0,4.5,0.0,7.3,4.5,4.5,,
10/21/18,,0.0,0.0,6.8,4.4,0.0,0.0,0.0,4.6,0.0,6.1,4.6,4.6,,
10/22/18,,0.0,0.0,5.6,3.6,0.0,0.0,0.0,3.5,0.0,6.2,3.5,3.5,,
10/23/18,,0.0,0.0,6.1,3.9,0.0,0.0,0.0,3.1,0.0,5.6,3.1,3.1,,
10/24/18,,0.0,0.0,5.3,3.4,0.0,0.0,0.0,3.3,0.0,5.8,3.3,3.3,,
10/25/18,,0.0,0.0,5.8,3.7,0.0,0.0,0.0,3.2,0.0,5.9,3.2,3.2,,
10/26/18,0.02,0.0,0.0,6.4,4.1,0.0,0.0,0.0,2.9,0.0,6.3,2.9,2.9,,
10/27/18,,0.0,0.0,7.3,4.7,0.0,0.0,0.0,5.4,0.0,7.0,5.4,5.4,,
10/28/18,,0.0,0.0,7.7,5.0,0.0,0.0,0.0,5.3,0.0,6.5,5.3,5.3,,
10/29/18,0,0.0,0.0,6.0,3.9,0.0,0.0,0.0,3.1,0.0,6.1,3.1,3.1,,
10/30/18,0,0.0,0.0,6.7,4.3,0.0,0.0,0.0,1.5,0.0,6.5,1.5,1.5,,
10/31/18,0,0.0,0.0,7.3,4.7,0.0,0.0,0.0,3.2,0.0,5.8,3.2,3.2,,
11/1/18,0,0.0,0.0,4.4,2.8,0.0,0.0,0.0,2.8,0.0,6.1,2.8,2.8,,
11/2/18,0,0.0,0.0,6.8,4.4,0.0,0.0,0.0,2.5,0.0,6.5,2.5,2.5,,
11/3/18,,0.0,0.0,7.8,5.0,0.0,0.0,0.0,4.3,0.0,7.1,4.3,4.3,,
11/4/18,,0.0,0.0,6.8,4.4,0.0,0.0,0.0,4.8,0.0,6.1,4.8,4.8,,
11/5/18,0,0.0,0.0,5.5,3.6,0.0,0.0,0.0,3.1,0.0,5.5,3.1,3.1,,
11/6/18,0,0.0,0.0,5.9,3.8,0.0,0.0,0.0,3.0,0.0,5.6,3.0,3.0,,
11/7/18,0,0.0,0.0,7.2,4.7,0.0,0.0,0.0,3.3,0.0,6.5,3.3,3.3,,
11/8/18,0,0.0,0.0,7.0,4.5,0.0,0.0,0.0,3.1,0.0,6.6,3.1,3.1,,
11/9/18,0,0.0,0.0,6.9,4.5,0.0,0.0,0.0,2.9,0.0,6.5,2.9,2.9,,
11/10/18,0,0.0,0.0,8.0,5.1,0.0,0.0,0.0,5.1,0.0,6.9,5.1,5.1,,
11/11/18,0,0.0,0.0,7.4,4.8,0.0,0.0,0.0,5.1,0.0,6.0,5.1,5.1,,
11/12/18,0,0.0,0.0,5.4,3.5,0.0,0.0,0.0,4.6,0.0,5.4,4.6,4.6,,
11/13/18,0,0.0,0.0,6.1,3.9,0.0,0.0,11.9,4.1,0.0,5.9,16.0,16.0,,
11/14/18,0,10.5,6.8,6.9,4.5,0.0,0.0,14.3,3.3,0.0,6.1,17.6,17.6,,
11/15/18,0,2.6,1.7,6.8,4.4,0.0,0.0,9.4,1.7,0.0,5.9,11.2,11.2,,
11/16/18,0,0.0,0.0,6.6,4.3,0.0,0.0,0.0,3.5,0.0,6.3,3.5,3.5,,
11/17/18,0,0.0,0.0,7.6,4.9,0.0,0.0,0.0,5.3,0.0,6.8,5.3,5.3,,
11/18/18,0,0.0,0.0,7.7,5.0,0.0,0.0,0.0,5.9,0.0,6.2,5.9,5.9,,
11/19/18,0,0.0,0.0,6.2,4.0,0.0,0.0,0.0,2.3,0.0,6.1,2.3,2.3,,
11/20/18,0,0.0,0.0,7.2,4.7,0.0,0.0,0.0,2.3,0.0,6.1,2.3,2.3,,
11/21/18,0,0.0,0.0,7.0,4.5,0.0,0.0,0.0,3.8,0.0,6.4,3.8,3.8,,
11/22/18,0.47,164.0,106.0,8.3,5.4,0.0,0.0,0.0,5.9,0.0,7.4,5.9,5.9,,
11/23/18,0,0.0,0.0,5.6,3.6,0.0,0.0,0.0,5.5,0.0,3.9,5.5,5.5,,
11/24/18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.7,5.2,5.2,,
11/25/18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,5.8,5.8,,
11/26/18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,4.1,4.1,,
11/27/18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,4.8,4.8,,
11/28/18,0,0.0,0.0,1.5,0.9,0.0,0.0,0.0,3.8,0.0,3.1,3.8,3.8,,
11/29/18,1.05,740.0,478.3,0.8,0.5,240.2,155.3,0.0,6.7,0.0,1.3,6.7,6.7,,
11/30/18,0.01,129.0,83.4,0.0,0.0,1.8,1.2,0.0,7.6,0.0,0.0,7.6,7.6,,
12/1/18,0,3.5,2.3,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,6.1,6.1,,
12/2/18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,6.3,6.3,,
12/3/18,0,23.5,15.2,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,5.5,5.5,,
12/4/18,0,9.1,5.9,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,5.7,5.7,,
12/5/18,0.38,1.7,1.1,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,5.7,5.7,,
12/6/18,1.6,2810.0,1816.2,2.6,1.7,2224.6,1437.8,27.6,7.9,0.0,0.0,35.5,35.5,,
12/7/18,0,177.0,114.4,0.0,0.0,0.0,0.0,22.2,5.0,0.0,0.0,27.2,27.2,,
12/8/18,0,41.3,26.7,0.0,0.0,0.0,0.0,32.3,5.5,0.0,0.0,37.7,37.7,,
12/9/18,,19.7,12.7,0.0,0.0,0.0,0.0,24.4,6.2,0.0,0.0,30.7,30.7,,
12/10/18,0,18.7,12.1,0.0,0.0,0.0,0.0,26.1,6.0,0.0,0.0,32.1,32.1,,
12/11/18,0,20.0,12.9,0.0,0.0,0.0,0.0,23.5,2.1,0.0,0.0,25.7,25.7,,
12/12/18,0,18.7,12.1,0.0,0.0,0.0,0.0,22.5,1.9,0.0,0.0,24.4,24.4,,
12/13/18,0,16.8,10.9,0.0,0.0,0.0,0.0,21.4,1.9,0.0,0.0,23.3,23.3,,
12/14/18,0,13.7,8.9,0.0,0.0,0.0,0.0,19.6,1.9,0.0,0.0,21.5,21.5,,
12/15/18,0,20.3,13.1,0.0,0.0,0.0,0.0,24.5,1.9,0.0,0.0,26.4,26.4,,
12/16/18,0,19.4,12.5,0.0,0.0,0.0,0.0,23.8,1.9,0.0,0.0,25.7,25.7,,
12/17/18,0,18.7,12.1,0.0,0.0,0.0,0.0,23.3,1.9,0.0,0.0,25.2,25.2,,
