Summary Table,,,,,,,,,,,,,,,
,,,,,,,,18.5,5.7,0.5,2.2,24.2,24.7,,"USGS Flow with Discharge (Groups 1, 2, & 3)"
Date,Rainfall Intensity (in),USGS Avg Flow (cfs),USGS Gauge 11087020 (MGD),LACDPW F313B (cfs),LACDPW F313B (MGD),LACDPW G44B (cfs),LACDPW G44B (MGD),SJC-002 (MGD),POM-001,WN-001,WN-002 (Zone 1 Ditch),Discharge SJC002 & POM001 Combined (MGD),"Discharge SJC002, POM001, & WN001 Combined (MGD)",,
6/29/21,0,14.5,9.4,0.0,0.0,0.0,0.0,20.7,0.1,7.1,0.0,20.9,28.0,,
6/30/21,0,13.4,8.7,0.0,0.0,0.0,0.0,20.0,0.2,6.8,0.0,20.2,27.0,,
7/1/21,0,12.4,8.0,0.0,0.0,0.0,0.0,18.7,0.4,5.9,0.0,19.1,25.0,,
7/2/21,0,4.4,2.9,0.0,0.0,0.0,0.0,16.6,0.3,6.7,0.0,16.9,23.6,,
7/3/21,0,13.2,8.5,0.0,0.0,0.0,0.0,20.2,0.6,7.6,0.0,20.8,28.3,,
7/4/21,0,7.2,4.6,0.0,0.0,0.0,0.0,15.6,1.1,7.5,0.0,16.7,24.2,,
7/5/21,0,12.6,8.1,0.0,0.0,0.0,0.0,19.6,1.8,6.2,0.0,21.4,27.6,,
7/6/21,0,12.8,8.3,0.0,0.0,0.0,0.0,18.1,0.1,5.7,0.0,18.2,23.8,,
7/7/21,0,14.1,9.1,0.0,0.0,0.0,0.0,20.5,0.1,6.1,0.0,20.6,26.7,,
7/8/21,0,14.4,9.3,0.0,0.0,0.0,0.0,20.4,0.1,5.9,0.0,20.6,26.5,,
7/9/21,0,12.7,8.2,0.0,0.0,0.0,0.0,19.5,0.1,6.5,0.0,19.7,26.1,,
7/10/21,0,14.7,9.5,0.0,0.0,0.0,0.0,21.0,0.7,6.9,0.0,21.6,28.6,,
7/11/21,0,16.5,10.7,0.0,0.0,0.0,0.0,21.6,1.3,6.7,0.0,23.0,29.7,,
7/12/21,0,11.7,7.6,0.0,0.0,0.0,0.0,17.9,0.4,5.4,0.0,18.3,23.7,,
7/13/21,0,9.7,6.3,0.0,0.0,0.0,0.0,17.5,0.1,4.8,0.0,17.6,22.4,,
7/14/21,0,8.8,5.7,0.0,0.0,0.0,0.0,16.7,0.3,4.6,0.0,17.0,21.5,,
7/15/21,0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.7,2.9,0.0,4.7,7.7,,
7/16/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.1,0.8,,
7/17/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,
7/18/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.3,1.3,,
7/19/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,
7/20/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,
7/21/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,,
7/22/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,
7/23/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,,
7/24/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,,
7/25/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,1.9,1.9,,
7/26/21,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,,
7/27/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,,
7/28/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,,
7/29/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,,
7/30/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,,
7/31/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,
8/1/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,1.7,1.7,,
8/2/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,,
8/3/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,
8/4/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
8/5/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,
8/6/21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,,
8/7/21,,0.0,0.0,0.0,0.0,0.0,0.0,17.7,0.2,0.0,0.0,17.9,17.9,,
8/8/21,,0.0,0.0,0.0,0.0,0.0,0.0,18.9,0.2,0.0,0.0,19.1,19.1,,
8/9/21,,0.0,0.0,0.0,0.0,0.0,0.0,17.7,0.2,0.0,0.0,17.8,17.8,,
8/10/21,,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.2,0.0,0.0,19.0,19.0,,
8/11/21,,0.0,0.0,0.0,0.0,0.0,0.0,17.7,0.4,0.0,0.0,18.0,18.0,,
8/12/21,,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.1,0.0,0.0,16.7,16.7,,
8/13/21,,2.3,1.5,0.0,0.0,0.0,0.0,16.9,0.1,0.0,0.0,17.0,17.0,,
8/14/21,,8.2,5.3,0.0,0.0,0.0,0.0,19.2,0.1,0.0,0.0,19.3,19.3,,
8/15/21,,5.2,3.3,0.0,0.0,0.0,0.0,15.9,0.6,0.0,0.0,16.5,16.5,,
8/16/21,,4.8,3.1,0.0,0.0,0.0,0.0,14.6,0.5,0.0,0.0,15.1,15.1,,
8/17/21,,9.2,5.9,0.0,0.0,0.0,0.0,17.2,0.2,0.0,0.0,17.4,17.4,,
8/18/21,0,9.8,6.3,0.0,0.0,0.0,0.0,17.3,0.2,0.0,0.0,17.5,17.5,,
8/19/21,0,13.1,8.5,0.0,0.0,0.0,0.0,19.5,0.1,0.0,0.0,19.6,19.6,,
8/20/21,0,8.5,5.5,0.0,0.0,0.0,0.0,16.6,0.2,0.0,0.0,16.9,16.9,,
8/21/21,0,10.1,6.5,0.0,0.0,0.0,0.0,17.4,1.8,0.0,0.0,19.2,19.2,,
8/22/21,0,17.1,11.1,0.0,0.0,0.0,0.0,21.2,1.3,0.0,0.0,22.5,22.5,,
8/23/21,0,10.1,6.5,0.0,0.0,0.0,0.0,17.0,0.7,0.0,0.0,17.6,17.6,,
8/24/21,0,3.3,2.1,0.0,0.0,0.0,0.0,1.7,0.9,0.0,0.0,2.6,2.6,,
8/25/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,,
8/26/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,,
8/27/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,
8/28/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.7,,
8/29/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,1.7,1.7,,
8/30/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,,
8/31/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,,
9/1/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.2,1.2,,
9/2/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,
9/3/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.9,0.9,,
9/4/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,1.9,1.9,,
9/5/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,1.4,1.4,,
9/6/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,
9/7/21,0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.6,0.0,0.0,15.3,15.3,,
9/8/21,0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1.7,0.0,0.0,15.8,15.8,,
9/9/21,0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.7,0.0,0.0,15.8,15.8,,
9/10/21,0,9.5,6.1,0.0,0.0,0.0,0.0,20.1,0.1,0.0,0.0,20.2,20.2,,
9/11/21,0,0.9,0.6,0.0,0.0,0.0,0.0,13.7,1.6,0.0,0.0,15.3,15.3,,
9/12/21,0,0.6,0.4,0.0,0.0,0.0,0.0,14.7,2.9,0.0,0.0,17.6,17.6,,
9/13/21,0,6.9,4.5,0.0,0.0,0.0,0.0,15.3,0.8,0.0,0.0,16.1,16.1,,
9/14/21,0,6.7,4.4,0.0,0.0,0.0,0.0,16.9,0.6,0.0,0.0,17.6,17.6,,
9/15/21,0,6.1,4.0,0.0,0.0,0.0,0.0,16.0,0.1,0.0,0.0,16.0,16.0,,
9/16/21,0,3.5,2.3,0.0,0.0,0.0,0.0,14.7,0.3,0.0,0.0,15.0,15.0,,
9/17/21,0,6.8,4.4,0.0,0.0,0.0,0.0,16.3,0.5,0.0,0.0,16.7,16.7,,
9/18/21,0,8.0,5.2,0.0,0.0,0.0,0.0,16.5,3.5,0.0,0.0,20.0,20.0,,
9/19/21,0,11.1,7.2,0.0,0.0,0.0,0.0,16.0,3.5,0.0,0.0,19.5,19.5,,
9/20/21,0,3.3,2.1,0.0,0.0,0.0,0.0,1.2,1.8,0.0,0.0,3.0,3.0,,
9/21/21,0,0.0,0.0,1.1,0.7,0.0,0.0,0.0,1.6,0.0,4.4,1.6,1.6,,
9/22/21,0,0.0,0.0,2.9,1.9,0.0,0.0,0.0,0.7,0.0,6.1,0.7,0.7,,
9/23/21,0,0.0,0.0,4.5,2.9,0.0,0.0,0.0,0.7,0.0,6.2,0.7,0.7,,
9/24/21,0,0.0,0.0,5.8,3.7,0.0,0.0,0.0,1.1,0.0,6.9,1.1,1.1,,
9/25/21,0,0.0,0.0,6.8,4.4,0.0,0.0,0.0,4.0,0.0,7.2,4.0,4.0,,
9/26/21,0,0.0,0.0,6.7,4.4,0.0,0.0,0.0,4.7,0.0,6.6,4.7,4.7,,
9/27/21,0,0.0,0.0,6.5,4.2,0.0,0.0,0.0,2.0,0.0,6.7,2.0,2.0,,
9/28/21,0,0.0,0.0,7.6,4.9,0.0,0.0,0.0,3.5,0.0,7.2,3.5,3.5,,
9/29/21,0,0.0,0.0,7.9,5.1,0.0,0.0,0.0,3.5,0.0,7.2,3.5,3.5,,
9/30/21,0,0.0,0.0,7.1,4.6,0.0,0.0,0.0,2.8,0.0,6.5,2.8,2.8,,
10/1/21,0,0.0,0.0,8.0,5.2,0.0,0.0,0.0,0.8,0.0,7.4,0.8,0.8,,
10/2/21,0,0.0,0.0,10.1,6.5,0.0,0.0,0.0,4.3,0.0,8.2,4.3,4.3,,
10/3/21,0,0.0,0.0,8.4,5.4,0.0,0.0,0.0,4.6,0.0,6.7,4.6,4.6,,
10/4/21,0.04,0.0,0.0,6.5,4.2,0.0,0.0,0.0,2.1,0.0,5.4,2.1,2.1,,
10/5/21,0.03,0.0,0.0,6.6,4.2,0.0,0.0,0.0,3.0,0.0,5.5,3.0,3.0,,
10/6/21,0,0.0,0.0,7.1,4.6,0.0,0.0,0.0,2.6,0.0,6.1,2.6,2.6,,
10/7/21,0,0.0,0.0,2.1,1.4,0.0,0.0,0.0,3.3,0.0,2.0,3.3,3.3,,
10/8/21,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.1,3.6,3.6,,
10/9/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,,
10/10/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,4.8,4.8,,
10/11/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,3.5,3.5,,
10/12/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,3.3,3.3,,
10/13/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,3.7,3.7,,
10/14/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,,
10/15/21,0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,2.0,0.0,0.0,18.7,18.7,,
10/16/21,0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,3.5,0.0,0.0,21.4,21.4,,
10/17/21,0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,2.8,0.0,0.0,17.7,17.7,,
10/18/21,0.04,2.5,1.6,0.0,0.0,0.0,0.0,12.6,2.4,0.0,0.0,15.0,15.0,,
10/19/21,0,3.5,2.3,0.0,0.0,0.0,0.0,13.8,2.4,0.0,0.0,16.2,16.2,,
10/20/21,0,9.2,5.9,0.0,0.0,0.0,0.0,15.5,2.8,0.0,0.0,18.3,18.3,,
10/21/21,0,7.1,4.6,0.0,0.0,0.0,0.0,13.6,2.3,0.0,0.0,15.8,15.8,,
10/22/21,0,2.7,1.7,0.0,0.0,0.0,0.0,12.0,2.3,0.0,0.0,14.3,14.3,,
10/23/21,0,10.2,6.6,0.0,0.0,0.0,0.0,14.2,4.7,0.0,0.0,18.9,18.9,,
10/24/21,0,6.1,4.0,0.0,0.0,0.0,0.0,10.8,4.9,0.0,0.0,15.7,15.7,,
10/25/21,0.43,216.0,139.6,0.0,0.0,0.0,0.0,13.1,4.5,0.0,0.0,17.7,17.7,,
10/26/21,0,17.9,11.6,0.0,0.0,0.0,0.0,11.8,5.3,0.0,0.0,17.1,17.1,,
10/27/21,0,11.0,7.1,0.0,0.0,0.0,0.0,11.6,5.5,0.0,0.0,17.1,17.1,,
10/28/21,0,10.3,6.7,0.0,0.0,0.0,0.0,11.8,3.3,0.0,0.0,15.1,15.1,,
10/29/21,0,3.2,2.0,0.0,0.0,0.0,0.0,10.8,2.7,0.0,0.0,13.5,13.5,,
10/30/21,0,10.1,6.5,0.0,0.0,0.0,0.0,13.3,4.4,0.0,0.0,17.8,17.8,,
10/31/21,0,9.3,6.0,0.0,0.0,0.0,0.0,12.6,4.3,0.0,0.0,16.8,16.8,,
11/1/21,0,10.8,7.0,0.0,0.0,0.0,0.0,13.7,2.7,0.0,0.0,16.4,16.4,,
11/2/21,0,4.3,2.8,0.0,0.0,0.0,0.0,10.2,3.8,0.0,0.0,14.0,14.0,,
11/3/21,0,12.9,8.3,0.0,0.0,0.0,0.0,14.2,3.8,0.0,0.0,18.0,18.0,,
11/4/21,0,6.0,3.9,0.0,0.0,0.0,0.0,11.8,1.5,0.0,0.0,13.4,13.4,,
11/5/21,0,9.3,6.0,0.0,0.0,0.0,0.0,14.6,3.4,0.0,0.0,18.0,18.0,,
11/6/21,0,16.3,10.5,0.0,0.0,0.0,0.0,17.7,4.3,0.0,0.0,22.0,22.0,,
11/7/21,0,17.2,11.1,0.0,0.0,0.0,0.0,17.5,5.3,0.0,0.0,22.8,22.8,,
11/8/21,0,14.6,9.4,0.0,0.0,0.0,0.0,15.9,3.3,0.0,0.0,19.2,19.2,,
11/9/21,0,15.2,9.8,0.0,0.0,0.0,0.0,17.4,2.4,0.0,0.0,19.8,19.8,,
11/10/21,0,16.6,10.7,0.0,0.0,0.0,0.0,18.2,3.6,0.0,0.0,21.8,21.8,,
11/11/21,0,15.2,9.8,0.0,0.0,0.0,0.0,16.4,4.5,0.0,0.0,20.9,20.9,,
11/12/21,0,17.1,11.1,0.0,0.0,0.0,0.0,18.0,3.6,0.0,0.0,21.6,21.6,,
11/13/21,0,16.3,10.5,0.0,0.0,0.0,0.0,17.9,3.7,0.0,0.0,21.6,21.6,,
11/14/21,0,12.0,7.8,0.0,0.0,0.0,0.0,14.3,4.7,0.0,0.0,19.0,19.0,,
11/15/21,0,8.9,5.8,0.0,0.0,0.0,0.0,12.2,2.9,0.0,0.0,15.2,15.2,,
11/16/21,0,3.2,2.1,0.0,0.0,0.0,0.0,0.6,2.5,0.0,0.0,3.1,3.1,,
11/17/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,2.3,2.3,,
11/18/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,3.2,3.2,,
11/19/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,,
11/20/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,4.2,4.2,,
11/21/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,5.1,5.1,,
11/22/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,,
11/23/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,1.9,1.9,,
11/24/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,3.1,3.1,,
11/25/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,3.2,3.2,,
11/26/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,3.2,3.2,,
11/27/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,3.8,3.8,,
11/28/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,4.9,4.9,,
11/29/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,2.9,2.9,,
11/30/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.3,1.3,,
12/1/21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,2.4,2.4,,
12/2/21,0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,2.4,0.0,0.0,14.5,14.5,,
12/3/21,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.4,0.0,0.0,15.4,15.4,,
12/4/21,0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,4.1,0.0,0.0,17.5,17.5,,
12/5/21,0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,4.6,0.0,0.0,14.1,14.1,,
12/6/21,0.01,0.6,0.4,0.0,0.0,0.0,0.0,8.3,2.9,0.0,0.0,11.2,11.2,,
12/7/21,0.01,0.0,0.0,0.0,0.0,0.0,0.0,10.9,3.8,0.0,0.0,14.7,14.7,,
12/8/21,0,5.3,3.4,0.0,0.0,0.0,0.0,11.0,4.2,0.0,0.0,15.2,15.2,,
12/9/21,0.08,25.1,16.2,0.0,0.0,0.0,0.0,11.4,5.8,0.0,0.0,17.2,17.2,,
12/10/21,0,13.5,8.7,0.0,0.0,0.0,0.0,13.2,4.8,0.0,0.0,18.0,18.0,,
12/11/21,0,21.8,14.1,0.0,0.0,0.0,0.0,18.4,6.2,0.0,0.0,24.5,24.5,,
12/12/21,0,21.5,13.9,0.0,0.0,0.0,0.0,18.2,6.3,0.0,0.0,24.5,24.5,,
12/13/21,0,7.5,4.8,0.0,0.0,0.0,0.0,1.3,5.2,0.0,0.0,6.5,6.5,,
12/14/21,1.18,1340.0,866.1,0.1,0.1,568.6,367.5,0.0,7.9,0.0,0.0,7.9,7.9,,
12/15/21,0.01,107.0,69.2,0.1,0.0,0.0,0.0,11.9,6.9,0.0,0.0,18.8,18.8,,
12/16/21,0,9.8,6.3,0.0,0.0,0.0,0.0,11.5,6.2,0.0,0.0,17.7,17.7,,
12/17/21,0,10.3,6.7,0.0,0.0,0.0,0.0,14.5,6.4,0.0,0.0,20.9,20.9,,
12/18/21,0,8.8,5.7,0.0,0.0,0.0,0.0,13.7,6.2,0.0,0.0,19.8,19.8,,
12/19/21,0,5.2,3.4,0.0,0.0,0.0,0.0,9.9,5.9,0.0,0.0,15.7,15.7,,
12/20/21,0,3.4,2.2,0.0,0.0,0.0,0.0,1.5,4.8,0.0,0.0,6.3,6.3,,
12/21/21,0,8.4,5.4,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,5.4,5.4,,
12/22/21,0,23.9,15.4,0.0,0.0,0.0,0.0,0.0,6.8,4.7,0.0,6.8,11.5,,
12/23/21,1.96,1300.0,840.2,0.2,0.1,534.5,345.5,3.6,8.0,6.4,0.0,11.5,17.9,,
12/24/21,0.87,887.0,573.3,0.7,0.5,1012.6,654.5,2.7,8.8,7.1,0.0,11.5,18.7,,
12/25/21,0.22,234.0,151.2,0.6,0.4,0.0,0.0,0.0,6.1,7.4,0.0,6.1,13.4,,
12/26/21,0.11,499.0,322.5,0.6,0.4,208.9,135.0,12.5,7.2,7.4,0.0,19.7,27.1,,
12/27/21,0.76,794.0,513.2,0.6,0.4,391.6,253.1,20.8,7.0,7.4,0.0,27.8,35.2,,
12/28/21,0.01,181.0,117.0,0.6,0.4,5.2,3.3,20.2,6.2,7.4,0.0,26.4,33.8,,
12/29/21,1.16,424.0,274.0,0.4,0.3,29.9,19.3,18.7,6.3,7.1,0.0,25.0,32.2,,
12/30/21,2.5,2290.0,1480.1,0.8,0.5,959.2,619.9,29.4,8.3,7.5,0.0,37.7,45.2,,
12/31/21,0.01,43.6,28.2,0.7,0.4,0.0,0.0,21.1,5.8,7.9,0.0,26.9,34.8,,
1/1/22,0,17.5,11.3,0.5,0.3,0.0,0.0,13.0,6.2,7.8,0.0,19.2,27.1,,
1/2/22,0,32.1,20.7,0.2,0.2,0.0,0.0,10.9,6.0,7.7,0.0,16.9,24.6,,
1/3/22,0,79.2,51.2,0.1,0.1,0.0,0.0,15.7,6.4,7.6,0.0,22.0,29.6,,
1/4/22,0,86.1,55.6,0.0,0.0,0.0,0.0,14.2,6.3,7.4,0.0,20.5,27.9,,
1/5/22,0,52.8,34.1,0.0,0.0,0.0,0.0,13.9,6.3,7.0,0.0,20.2,27.2,,
1/6/22,0,18.5,12.0,0.0,0.0,0.0,0.0,18.2,6.4,6.8,0.0,24.7,31.5,,
1/7/22,0,13.1,8.5,0.0,0.0,0.0,0.0,16.5,5.9,6.8,0.0,22.4,29.2,,
1/8/22,0,16.8,10.9,0.0,0.0,0.0,0.0,20.0,6.4,7.0,0.0,26.4,33.5,,
1/9/22,0,16.6,10.7,0.0,0.0,0.0,0.0,20.2,6.5,7.3,0.0,26.6,34.0,,
1/10/22,0,17.3,11.2,0.0,0.0,0.0,0.0,20.6,6.6,7.1,0.0,27.2,34.3,,
1/11/22,0,10.3,6.7,0.0,0.0,0.0,0.0,13.2,5.8,6.9,0.0,19.0,25.9,,
1/12/22,0,6.7,4.3,0.0,0.0,0.0,0.0,10.1,6.5,5.9,0.0,16.6,22.4,,
1/13/22,0,10.6,6.9,0.0,0.0,0.0,0.0,13.6,6.3,5.5,0.0,19.9,25.4,,
1/14/22,0,4.1,2.6,0.0,0.0,0.0,0.0,0.9,4.9,6.3,0.0,5.9,12.2,,
1/15/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.7,0.0,6.1,12.8,,
1/16/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,6.0,0.0,5.4,11.5,,
1/17/22,0.21,5.2,3.3,0.0,0.0,0.0,0.0,0.0,6.4,6.1,0.0,6.4,12.6,,
1/18/22,0,1.9,1.2,0.0,0.0,0.0,0.0,0.0,5.9,6.6,0.0,5.9,12.5,,
1/19/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.7,0.0,6.0,12.7,,
1/20/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,6.1,0.0,6.8,12.9,,
1/21/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,6.3,0.0,4.5,10.9,,
1/22/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,0.0,6.5,13.0,,
1/23/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,6.0,0.0,5.6,11.7,,
1/24/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.4,0.0,6.5,12.8,,
1/25/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.1,0.0,4.4,6.5,,
1/26/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,0.0,4.5,4.6,,
1/27/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,5.8,5.8,,
1/28/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,4.3,4.3,,
1/29/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,6.1,6.1,,
1/30/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,4.5,,
1/31/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,2.9,2.9,,
2/1/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,2.6,2.6,,
2/2/22,0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,2.5,0.0,0.0,14.1,14.1,,
2/3/22,0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,5.0,0.0,0.0,18.9,18.9,,
2/4/22,0,8.2,5.3,0.0,0.0,0.0,0.0,16.5,2.6,0.0,0.0,19.2,19.2,,
2/5/22,0,7.4,4.8,0.0,0.0,0.0,0.0,13.4,5.2,0.0,0.0,18.6,18.6,,
2/6/22,0,7.3,4.7,0.0,0.0,0.0,0.0,13.7,3.7,0.0,0.0,17.4,17.4,,
2/7/22,0,11.0,7.1,0.0,0.0,0.0,0.0,16.0,3.7,0.0,0.0,19.7,19.7,,
2/8/22,0,11.5,7.4,0.0,0.0,0.0,0.0,17.7,2.8,0.0,0.0,20.5,20.5,,
2/9/22,0,9.5,6.1,0.0,0.0,0.0,0.0,16.0,1.9,0.0,0.0,17.9,17.9,,
2/10/22,0,7.4,4.8,0.0,0.0,0.0,0.0,14.1,2.8,0.0,0.0,16.9,16.9,,
2/11/22,0,5.6,3.6,0.0,0.0,0.0,0.0,12.6,2.6,0.0,0.0,15.1,15.1,,
2/12/22,0,6.8,4.4,0.0,0.0,0.0,0.0,13.1,4.7,0.0,0.0,17.8,17.8,,
2/13/22,0,6.0,3.9,0.0,0.0,0.0,0.0,11.6,3.5,0.0,0.0,15.1,15.1,,
2/14/22,0,7.5,4.8,0.0,0.0,0.0,0.0,12.6,3.4,0.0,0.0,16.0,16.0,,
2/15/22,0.14,23.5,15.2,0.0,0.0,0.0,0.0,12.6,3.7,0.0,0.0,16.4,16.4,,
2/16/22,0.42,13.8,8.9,0.0,0.0,0.0,0.0,16.2,4.4,0.0,0.0,20.6,20.6,,
2/17/22,0,4.2,2.7,0.0,0.0,0.0,0.0,0.1,3.7,0.0,0.0,3.8,3.8,,
2/18/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,2.9,2.9,,
2/19/22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,5.5,5.5,,
